"tipo_alteracao";"categoria_alteracao";"num_convenio";"cod_tci";"campo";"valor_anterior";"valor_atual"
"alterado";"derivados_tempo";"973969";"1-2033426";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"973970";"1-2032486";"prazo_pub_licitacao_calc";"2026-04-23";""
"alterado";"derivados_tempo";"973970";"1-2032486";"prazo_homolog_licitacao_calc";"2026-06-19";"2026-06-01"
"alterado";"derivados_tempo";"973970";"1-2032486";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"973970";"1-2032486";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"973971";"1-2032862";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"973972";"1-2033299";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"973973";"1-2032356";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"973974";"1-2033055";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"973975";"1-2033397";"prazo_pub_licitacao_calc";"2026-05-13";""
"alterado";"derivados_tempo";"973975";"1-2033397";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"973975";"1-2033397";"status_pub_licitacao_calc";"Próximos 30 dias";""
"alterado";"derivados_tempo";"973976";"1-2032412";"prazo_pub_licitacao_calc";"2026-04-23";""
"alterado";"derivados_tempo";"973976";"1-2032412";"prazo_homolog_licitacao_calc";"2026-06-12";"2026-06-01"
"alterado";"derivados_tempo";"973976";"1-2032412";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"973976";"1-2032412";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"973977";"1-2033195";"prazo_pub_licitacao_calc";"2025-11-11";""
