"tipo_alteracao";"categoria_alteracao";"num_convenio";"cod_tci";"campo";"valor_anterior";"valor_atual"
"alterado";"derivados_tempo";"1-1990548";"1-1990548";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992124";"1-1992124";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992125";"1-1992125";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992126";"1-1992126";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992127";"1-1992127";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992130";"1-1992130";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992131";"1-1992131";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992132";"1-1992132";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992133";"1-1992133";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992136";"1-1992136";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992137";"1-1992137";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992138";"1-1992138";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1992139";"1-1992139";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-1999907";"1-1999907";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-2011597";"1-2011597";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"1-2021587";"1-2021587";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"960414";"1-1965594";"prazo_pub_licitacao_calc";"2025-02-11";""
"alterado";"derivados_tempo";"960414";"1-1965594";"prazo_homolog_licitacao_calc";"2024-07-31";"2026-06-01"
"alterado";"derivados_tempo";"960414";"1-1965594";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"960414";"1-1965594";"status_homolog_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"963314";"1-1994107";"prazo_pub_licitacao_calc";"2025-03-12";""
"alterado";"derivados_tempo";"963314";"1-1994107";"prazo_homolog_licitacao_calc";"2025-03-22";"2026-06-01"
"alterado";"derivados_tempo";"963314";"1-1994107";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"963314";"1-1994107";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964465";"1-1982724";"prazo_pub_licitacao_calc";"2025-10-07";""
"alterado";"derivados_tempo";"964465";"1-1982724";"status_regra_casa_civil_calc";"Não cumpriu";"Cumpriu"
"alterado";"derivados_tempo";"964465";"1-1982724";"prazo_homolog_licitacao_calc";"2026-03-12";"2026-06-01"
"alterado";"derivados_tempo";"964465";"1-1982724";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964465";"1-1982724";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964468";"1-1982733";"prazo_pub_licitacao_calc";"2025-07-11";""
"alterado";"derivados_tempo";"964468";"1-1982733";"prazo_homolog_licitacao_calc";"2025-10-28";"2026-06-01"
"alterado";"derivados_tempo";"964468";"1-1982733";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964468";"1-1982733";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964472";"1-1990220";"prazo_pub_licitacao_calc";"2026-07-23";""
"alterado";"derivados_tempo";"964472";"1-1990220";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964472";"1-1990220";"status_pub_licitacao_calc";"No prazo";""
"alterado";"derivados_tempo";"964472";"1-1990220";"status_homolog_licitacao_calc";"Inconsistência de base";""
"alterado";"derivados_tempo";"964474";"1-1985807";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964478";"1-1983783";"prazo_pub_licitacao_calc";"2026-05-29";""
"alterado";"derivados_tempo";"964478";"1-1983783";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964478";"1-1983783";"status_pub_licitacao_calc";"No prazo";""
"alterado";"derivados_tempo";"964480";"1-1989406";"prazo_pub_licitacao_calc";"2026-01-13";""
"alterado";"derivados_tempo";"964480";"1-1989406";"prazo_homolog_licitacao_calc";"2026-05-14";"2026-06-01"
"alterado";"derivados_tempo";"964480";"1-1989406";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964480";"1-1989406";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964483";"1-1982978";"prazo_pub_licitacao_calc";"2026-05-09";""
"alterado";"derivados_tempo";"964483";"1-1982978";"prazo_homolog_licitacao_calc";"2026-07-07";"2026-06-01"
"alterado";"derivados_tempo";"964483";"1-1982978";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964483";"1-1982978";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964485";"1-1984603";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964487";"1-1983173";"prazo_pub_licitacao_calc";"2026-04-29";""
"alterado";"derivados_tempo";"964487";"1-1983173";"status_regra_casa_civil_calc";"Não cumpriu";"Cumpriu"
"alterado";"derivados_tempo";"964487";"1-1983173";"prazo_homolog_licitacao_calc";"2026-05-16";"2026-06-01"
"alterado";"derivados_tempo";"964487";"1-1983173";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964487";"1-1983173";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964490";"1-1986926";"prazo_pub_licitacao_calc";"2026-04-28";""
"alterado";"derivados_tempo";"964490";"1-1986926";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964490";"1-1986926";"status_pub_licitacao_calc";"Próximos 30 dias";""
"alterado";"derivados_tempo";"964493";"1-1984020";"prazo_pub_licitacao_calc";"2025-04-16";""
"alterado";"derivados_tempo";"964493";"1-1984020";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964493";"1-1984020";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964495";"1-1991760";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964497";"1-1992052";"prazo_pub_licitacao_calc";"2026-04-15";""
"alterado";"derivados_tempo";"964497";"1-1992052";"prazo_homolog_licitacao_calc";"2026-06-03";"2026-06-01"
"alterado";"derivados_tempo";"964497";"1-1992052";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964497";"1-1992052";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964499";"1-1990558";"prazo_pub_licitacao_calc";"2026-01-03";""
"alterado";"derivados_tempo";"964499";"1-1990558";"prazo_homolog_licitacao_calc";"2026-05-21";"2026-06-01"
"alterado";"derivados_tempo";"964499";"1-1990558";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964499";"1-1990558";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964500";"1-1988467";"prazo_pub_licitacao_calc";"2026-07-21";""
"alterado";"derivados_tempo";"964500";"1-1988467";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964500";"1-1988467";"status_pub_licitacao_calc";"No prazo";""
"alterado";"derivados_tempo";"964501";"1-1988132";"prazo_pub_licitacao_calc";"2026-07-22";""
"alterado";"derivados_tempo";"964501";"1-1988132";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964501";"1-1988132";"status_pub_licitacao_calc";"No prazo";""
"alterado";"derivados_tempo";"964502";"1-1985038";"prazo_pub_licitacao_calc";"2026-03-28";""
"alterado";"derivados_tempo";"964502";"1-1985038";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964502";"1-1985038";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964503";"1-1990476";"prazo_pub_licitacao_calc";"2025-06-04";""
"alterado";"derivados_tempo";"964503";"1-1990476";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964503";"1-1990476";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964504";"1-1991092";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964505";"1-1990539";"prazo_pub_licitacao_calc";"2026-05-27";""
"alterado";"derivados_tempo";"964505";"1-1990539";"prazo_homolog_licitacao_calc";"2026-07-18";"2026-06-01"
"alterado";"derivados_tempo";"964505";"1-1990539";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964505";"1-1990539";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964506";"1-1991906";"prazo_pub_licitacao_calc";"2026-07-22";""
"alterado";"derivados_tempo";"964506";"1-1991906";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964506";"1-1991906";"status_pub_licitacao_calc";"No prazo";""
"alterado";"derivados_tempo";"964507";"1-1990139";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964512";"1-1985478";"prazo_pub_licitacao_calc";"2026-07-18";""
"alterado";"derivados_tempo";"964512";"1-1985478";"prazo_homolog_licitacao_calc";"2025-12-22";"2026-06-01"
"alterado";"derivados_tempo";"964512";"1-1985478";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964512";"1-1985478";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964513";"1-1983767";"prazo_pub_licitacao_calc";"2026-01-29";""
"alterado";"derivados_tempo";"964513";"1-1983767";"prazo_homolog_licitacao_calc";"2026-02-14";"2026-06-01"
"alterado";"derivados_tempo";"964513";"1-1983767";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964513";"1-1983767";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964514";"1-1991135";"prazo_pub_licitacao_calc";"2026-03-28";""
"alterado";"derivados_tempo";"964514";"1-1991135";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964514";"1-1991135";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964515";"1-1991475";"prazo_homolog_licitacao_calc";"2026-04-23";"2026-06-01"
"alterado";"derivados_tempo";"964515";"1-1991475";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964516";"1-1990918";"prazo_pub_licitacao_calc";"2026-06-30";""
"alterado";"derivados_tempo";"964516";"1-1990918";"status_regra_casa_civil_calc";"Não cumpriu";"Cumpriu"
"alterado";"derivados_tempo";"964516";"1-1990918";"prazo_homolog_licitacao_calc";"2025-12-11";"2026-06-01"
"alterado";"derivados_tempo";"964516";"1-1990918";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964516";"1-1990918";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964517";"1-1986047";"prazo_pub_licitacao_calc";"2026-08-11";""
"alterado";"derivados_tempo";"964517";"1-1986047";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964517";"1-1986047";"status_pub_licitacao_calc";"No prazo";""
"alterado";"derivados_tempo";"964519";"1-1984320";"prazo_pub_licitacao_calc";"2025-09-19";""
"alterado";"derivados_tempo";"964519";"1-1984320";"prazo_homolog_licitacao_calc";"2026-02-19";"2026-06-01"
"alterado";"derivados_tempo";"964519";"1-1984320";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964519";"1-1984320";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964520";"1-1987825";"prazo_pub_licitacao_calc";"2026-03-27";""
"alterado";"derivados_tempo";"964520";"1-1987825";"prazo_homolog_licitacao_calc";"2026-01-17";"2026-06-01"
"alterado";"derivados_tempo";"964520";"1-1987825";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964520";"1-1987825";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964521";"1-1988029";"prazo_pub_licitacao_calc";"2025-05-14";""
"alterado";"derivados_tempo";"964521";"1-1988029";"prazo_homolog_licitacao_calc";"2022-09-04";"2026-06-01"
"alterado";"derivados_tempo";"964521";"1-1988029";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964521";"1-1988029";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964522";"1-1990325";"prazo_pub_licitacao_calc";"2026-02-19";""
"alterado";"derivados_tempo";"964522";"1-1990325";"prazo_homolog_licitacao_calc";"2026-04-17";"2026-06-01"
"alterado";"derivados_tempo";"964522";"1-1990325";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964522";"1-1990325";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964685";"1-1992000";"prazo_pub_licitacao_calc";"2025-09-27";""
"alterado";"derivados_tempo";"964685";"1-1992000";"prazo_homolog_licitacao_calc";"2026-01-28";"2026-06-01"
"alterado";"derivados_tempo";"964685";"1-1992000";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964685";"1-1992000";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964687";"1-1991223";"prazo_pub_licitacao_calc";"2026-01-10";""
"alterado";"derivados_tempo";"964687";"1-1991223";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964687";"1-1991223";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964696";"1-1992021";"prazo_pub_licitacao_calc";"2025-07-19";""
"alterado";"derivados_tempo";"964696";"1-1992021";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964696";"1-1992021";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964696";"1-1992021";"status_homolog_licitacao_calc";"Inconsistência de base";""
"alterado";"derivados_tempo";"964697";"1-1987979";"prazo_pub_licitacao_calc";"2025-09-20";""
"alterado";"derivados_tempo";"964697";"1-1987979";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964697";"1-1987979";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964697";"1-1987979";"status_homolog_licitacao_calc";"Inconsistência de base";""
"alterado";"derivados_tempo";"964701";"1-1991611";"prazo_pub_licitacao_calc";"2025-11-05";""
"alterado";"derivados_tempo";"964701";"1-1991611";"prazo_homolog_licitacao_calc";"2026-05-16";"2026-06-01"
"alterado";"derivados_tempo";"964701";"1-1991611";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964701";"1-1991611";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964703";"1-1991484";"prazo_pub_licitacao_calc";"2025-04-28";""
"alterado";"derivados_tempo";"964703";"1-1991484";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964703";"1-1991484";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964708";"1-1990246";"prazo_pub_licitacao_calc";"2025-07-11";""
"alterado";"derivados_tempo";"964708";"1-1990246";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964708";"1-1990246";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964708";"1-1990246";"status_homolog_licitacao_calc";"Inconsistência de base";""
"alterado";"derivados_tempo";"964710";"1-1990392";"prazo_pub_licitacao_calc";"2025-12-25";""
"alterado";"derivados_tempo";"964710";"1-1990392";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964710";"1-1990392";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964712";"1-1987579";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964713";"1-1988018";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964715";"1-1987725";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964718";"1-1987277";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964720";"1-1989909";"prazo_pub_licitacao_calc";"2025-12-26";""
"alterado";"derivados_tempo";"964720";"1-1989909";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964720";"1-1989909";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964722";"1-1984323";"prazo_pub_licitacao_calc";"2025-08-01";""
"alterado";"derivados_tempo";"964722";"1-1984323";"prazo_homolog_licitacao_calc";"2025-10-03";"2026-06-01"
"alterado";"derivados_tempo";"964722";"1-1984323";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964722";"1-1984323";"status_homolog_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964724";"1-1991293";"prazo_pub_licitacao_calc";"2025-11-15";""
"alterado";"derivados_tempo";"964724";"1-1991293";"prazo_homolog_licitacao_calc";"2026-06-03";"2026-06-01"
"alterado";"derivados_tempo";"964724";"1-1991293";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964724";"1-1991293";"status_homolog_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964727";"1-1991342";"prazo_pub_licitacao_calc";"2025-08-22";""
"alterado";"derivados_tempo";"964727";"1-1991342";"prazo_homolog_licitacao_calc";"2025-10-15";"2026-06-01"
"alterado";"derivados_tempo";"964727";"1-1991342";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964727";"1-1991342";"status_homolog_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964729";"1-1985768";"prazo_pub_licitacao_calc";"2025-07-15";""
"alterado";"derivados_tempo";"964729";"1-1985768";"prazo_homolog_licitacao_calc";"2025-11-18";"2026-06-01"
"alterado";"derivados_tempo";"964729";"1-1985768";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964729";"1-1985768";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964730";"1-1986848";"prazo_pub_licitacao_calc";"2025-07-17";""
"alterado";"derivados_tempo";"964730";"1-1986848";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964730";"1-1986848";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964730";"1-1986848";"status_homolog_licitacao_calc";"Inconsistência de base";""
"alterado";"derivados_tempo";"964736";"1-1991067";"prazo_pub_licitacao_calc";"2025-09-09";""
"alterado";"derivados_tempo";"964736";"1-1991067";"prazo_homolog_licitacao_calc";"2025-12-03";"2026-06-01"
"alterado";"derivados_tempo";"964736";"1-1991067";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964736";"1-1991067";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964737";"1-1988546";"prazo_pub_licitacao_calc";"2025-03-27";""
"alterado";"derivados_tempo";"964737";"1-1988546";"prazo_homolog_licitacao_calc";"2025-06-28";"2026-06-01"
"alterado";"derivados_tempo";"964737";"1-1988546";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964737";"1-1988546";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964738";"1-1990136";"prazo_pub_licitacao_calc";"2025-11-07";""
"alterado";"derivados_tempo";"964738";"1-1990136";"prazo_homolog_licitacao_calc";"2026-04-21";"2026-06-01"
"alterado";"derivados_tempo";"964738";"1-1990136";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964738";"1-1990136";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964739";"1-1991222";"prazo_pub_licitacao_calc";"2025-07-26";""
"alterado";"derivados_tempo";"964739";"1-1991222";"prazo_homolog_licitacao_calc";"2026-01-30";"2026-06-01"
"alterado";"derivados_tempo";"964739";"1-1991222";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964739";"1-1991222";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964740";"1-1991833";"prazo_pub_licitacao_calc";"2025-09-30";""
"alterado";"derivados_tempo";"964740";"1-1991833";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964740";"1-1991833";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964742";"1-1991835";"prazo_pub_licitacao_calc";"2025-03-28";""
"alterado";"derivados_tempo";"964742";"1-1991835";"prazo_homolog_licitacao_calc";"2025-07-19";"2026-06-01"
"alterado";"derivados_tempo";"964742";"1-1991835";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964742";"1-1991835";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964743";"1-1989630";"prazo_pub_licitacao_calc";"2025-05-15";""
"alterado";"derivados_tempo";"964743";"1-1989630";"prazo_homolog_licitacao_calc";"2025-06-21";"2026-06-01"
"alterado";"derivados_tempo";"964743";"1-1989630";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964743";"1-1989630";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964744";"1-1987233";"prazo_pub_licitacao_calc";"2025-08-05";""
"alterado";"derivados_tempo";"964744";"1-1987233";"prazo_homolog_licitacao_calc";"2025-11-01";"2026-06-01"
"alterado";"derivados_tempo";"964744";"1-1987233";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964744";"1-1987233";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964745";"1-1987783";"prazo_pub_licitacao_calc";"2025-07-22";""
"alterado";"derivados_tempo";"964745";"1-1987783";"prazo_homolog_licitacao_calc";"2026-02-19";"2026-06-01"
"alterado";"derivados_tempo";"964745";"1-1987783";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964745";"1-1987783";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964746";"1-1990897";"prazo_pub_licitacao_calc";"2025-07-16";""
"alterado";"derivados_tempo";"964746";"1-1990897";"prazo_homolog_licitacao_calc";"2026-04-03";"2026-06-01"
"alterado";"derivados_tempo";"964746";"1-1990897";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964746";"1-1990897";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964747";"1-1991039";"prazo_pub_licitacao_calc";"2026-01-08";""
"alterado";"derivados_tempo";"964747";"1-1991039";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964747";"1-1991039";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964748";"1-1991491";"prazo_pub_licitacao_calc";"2025-09-16";""
"alterado";"derivados_tempo";"964748";"1-1991491";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964748";"1-1991491";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964749";"1-1989952";"prazo_pub_licitacao_calc";"2025-07-29";""
"alterado";"derivados_tempo";"964749";"1-1989952";"prazo_homolog_licitacao_calc";"2025-12-12";"2026-06-01"
"alterado";"derivados_tempo";"964749";"1-1989952";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964749";"1-1989952";"status_homolog_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964750";"1-1986935";"prazo_pub_licitacao_calc";"2025-02-13";""
"alterado";"derivados_tempo";"964750";"1-1986935";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964750";"1-1986935";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964751";"1-1990375";"prazo_pub_licitacao_calc";"2025-10-03";""
"alterado";"derivados_tempo";"964751";"1-1990375";"prazo_homolog_licitacao_calc";"2026-06-30";"2026-06-01"
"alterado";"derivados_tempo";"964751";"1-1990375";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964751";"1-1990375";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964752";"1-1991786";"prazo_pub_licitacao_calc";"2025-02-28";""
"alterado";"derivados_tempo";"964752";"1-1991786";"prazo_homolog_licitacao_calc";"2025-11-29";"2026-06-01"
"alterado";"derivados_tempo";"964752";"1-1991786";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964752";"1-1991786";"status_homolog_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964826";"1-1988728";"prazo_pub_licitacao_calc";"2025-07-11";""
"alterado";"derivados_tempo";"964826";"1-1988728";"prazo_homolog_licitacao_calc";"2022-05-10";"2026-06-01"
"alterado";"derivados_tempo";"964826";"1-1988728";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964826";"1-1988728";"status_homolog_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964827";"1-1991088";"prazo_pub_licitacao_calc";"2026-01-10";""
"alterado";"derivados_tempo";"964827";"1-1991088";"prazo_homolog_licitacao_calc";"";"2026-06-01"
"alterado";"derivados_tempo";"964827";"1-1991088";"status_pub_licitacao_calc";"Vencida";""
"alterado";"derivados_tempo";"964828";"1-1991587";"prazo_pub_licitacao_calc";"2026-01-15";""
"alterado";"derivados_tempo";"964828";"1-1991587";"prazo_homolog_licitacao_calc";"2026-05-13";"2026-06-01"
"alterado";"derivados_tempo";"964828";"1-1991587";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964828";"1-1991587";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964829";"1-1991397";"prazo_pub_licitacao_calc";"2025-09-25";""
"alterado";"derivados_tempo";"964829";"1-1991397";"prazo_homolog_licitacao_calc";"2025-11-29";"2026-06-01"
"alterado";"derivados_tempo";"964829";"1-1991397";"status_pub_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964829";"1-1991397";"status_homolog_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964830";"1-1990525";"prazo_pub_licitacao_calc";"2025-09-10";""
"alterado";"derivados_tempo";"964830";"1-1990525";"prazo_homolog_licitacao_calc";"2026-06-02";"2026-06-01"
"alterado";"derivados_tempo";"964830";"1-1990525";"status_pub_licitacao_calc";"Concluída em atraso";""
"alterado";"derivados_tempo";"964830";"1-1990525";"status_homolog_licitacao_calc";"Concluída no prazo";""
"alterado";"derivados_tempo";"964831";"1-1991469";"prazo_pub_licitacao_calc";"2025-04-03";""
