"tipo_alteracao";"categoria_alteracao";"natureza_campo";"num_convenio";"cod_tci";"campo";"valor_anterior";"valor_atual"
"alterado";"dados_e_derivados";"dados_origem";"964487";"1-1983173";"dte_aio_tdb";"";"2026-04-09"
"alterado";"dados_e_derivados";"dados_origem";"964487";"1-1983173";"dte_inicio_obra_mcid_tci";"";"2026-04-09"
"alterado";"dados_e_derivados";"derivado_regra";"964487";"1-1983173";"ultima_data_relevante_calc";"2026-03-09";"2026-04-09"
"alterado";"dados_e_derivados";"derivado_regra";"964487";"1-1983173";"fase_atual_calc";"VRPL";"OBRA INICIADA"
"alterado";"dados_e_derivados";"derivado_regra";"964487";"1-1983173";"dias_vrpl_ate_aio_calc";"";"31"
"alterado";"dados_e_derivados";"derivado_regra";"964487";"1-1983173";"dias_aio_ate_inicio_obra_calc";"";"0"
"alterado";"dados_e_derivados";"derivado_tempo";"964487";"1-1983173";"prazo_inicio_obra_calc";"";"2026-04-23"
"alterado";"dados_e_derivados";"derivado_tempo";"964487";"1-1983173";"status_inicio_obra_calc";"";"Iniciada no prazo"
"alterado";"dados_e_derivados";"dados_origem";"964515";"1-1991475";"dte_publicacao_licitacao_tgov";"";"2025-12-24"
"alterado";"dados_e_derivados";"dados_origem";"964515";"1-1991475";"dte_homologacao_licitacao_tgov";"";"2026-04-15"
"alterado";"dados_e_derivados";"derivado_regra";"964515";"1-1991475";"flag_publicacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"964515";"1-1991475";"flag_homologacao_licitacao_calc";"NAO";"SIM"
"alterado";"dados_e_derivados";"derivado_regra";"964515";"1-1991475";"ultima_data_relevante_calc";"";"2026-04-15"
"alterado";"dados_e_derivados";"derivado_regra";"964515";"1-1991475";"fase_atual_calc";"SUSPENSIVA";"HOMOLOGACAO"
"alterado";"dados_e_derivados";"derivado_regra";"964515";"1-1991475";"dias_publicacao_ate_homologacao_calc";"";"112"
