"tipo_alteracao";"categoria_alteracao";"natureza_campo";"num_convenio";"cod_tci";"campo";"valor_anterior";"valor_atual"
"alterado";"derivados_tempo";"derivado_tempo";"972140";"1-2012918";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973931";"1-2032976";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973932";"1-2032974";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973933";"1-2033167";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973937";"1-2031497";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973938";"1-2033398";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973942";"1-2030756";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973943";"1-2033475";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973945";"1-2031032";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973952";"1-2033275";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973953";"1-2032861";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973954";"1-2033169";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973958";"1-2033594";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973962";"1-2033634";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973963";"1-2032737";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973966";"1-2033125";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973967";"1-2033297";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973971";"1-2032862";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973972";"1-2033299";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973973";"1-2032356";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973974";"1-2033055";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973981";"1-2032702";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973982";"1-2033245";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"973985";"1-2031187";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"974015";"1-2033172";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"974019";"1-2032852";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"974020";"1-2032793";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"974027";"1-2033707";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"983589";"1-2135805";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"983600";"1-2137947";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"984305";"1-2033590";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"984306";"1-2036174";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"984862";"1-2139603";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"984865";"1-2138198";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"984879";"1-2144417";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"984888";"1-2141981";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"984897";"1-2138961";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"984901";"1-2138877";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"984902";"1-2135891";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985331";"1-2140795";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985334";"1-2139754";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985338";"1-2138981";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985339";"1-2135861";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985340";"1-2143136";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985341";"1-2136680";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985342";"1-2137733";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985344";"1-2144895";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985349";"1-2136550";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985350";"1-2136471";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985354";"1-2135810";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985355";"1-2138661";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985366";"1-2141363";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985367";"1-2143562";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985377";"1-2144868";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985381";"1-2143269";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985382";"1-2142357";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985383";"1-2141814";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985384";"1-2138994";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985385";"1-2138879";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985386";"1-2138861";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985387";"1-2137793";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
"alterado";"derivados_tempo";"derivado_tempo";"985389";"1-2139875";"urgencia_suspensiva_calc";"31–90 dias";"Próximos 30 dias"
